Province,Year,Addicted to other drugs,Adhd,Alcoholic,Anxiety Disorder,Autistic Disorder,Dementia,Depression,Epilepsy,Intellectual Disabilities,Learning Disabilities,Male population,Schizophrenia,Self-Harm,Total population,Women population
Amnat Charoen,2015,17.828869463,0.266102529,27.674663048,589.150999880,1.330512647,12.772921407,320.653547812,102.449473782,7.983075879,7.716973350,49992.149975386,829.707686372,4.523742998,100000,50007.850024614
Amnat Charoen,2016,18.856048675,0.531156301,10.888704165,587.990024885,1.859047052,6.905031909,320.021671177,71.971678746,3.186937804,1.327890752,49936.925189291,1375.694818836,4.249250406,100000,50063.074810709
Amnat Charoen,2017,280.396102521,315.346324931,770.228765092,568.205888583,20.387629739,49.777589494,309.786062275,57.456047448,20.122855327,14.562592671,49914.213090447,866.341876721,16.680787969,100000,50085.786909553
Amnat Charoen,2018,423.984182535,418.168938136,1211.685469290,760.211040506,75.598177185,73.747872149,420.812231045,61.324395479,39.120735047,17.974391778,49874.972245424,734.835428584,34.362807811,100000,50125.027754576
Amnat Charoen,2019,95.385054404,89.043665745,281.927570773,549.587017064,16.381920701,26.158228216,510.481787003,252.862872755,31.442718765,34.349188566,49826.404485476,449.445921166,14.796573536,100000,50173.595514524
Amnat Charoen,2020,67.454428582,92.584509818,152.896704785,326.162001730,26.188189920,42.324347345,476.413434806,163.213264450,45.498673396,17.987847622,49828.189602495,418.746511548,25.659135578,100000,50171.810397505
Amnat Charoen,2021,31.358459077,165.562033942,278.505636550,454.963406273,26.043466013,61.122420235,498.812099050,252.462170537,48.366436882,28.435212892,49757.104816978,448.053915290,37.736450754,100000,50242.895183022
Amnat Charoen,2022,92.414303710,206.134498766,252.474812442,508.411832227,37.817957138,19.707949494,525.989192587,289.493798654,19.175302211,32.757807943,49695.725239225,597.630252235,7.723385613,100000,50304.274760775
Amnat Charoen,2023,218.188025798,276.335934874,438.509919820,750.588147429,64.016046689,92.023067115,725.781929337,389.164217164,66.149914912,54.680373214,49695.390311171,644.961670392,49.612436184,100000,50304.609688829
Ang Thong,2015,6.356515782,0,3.178257891,1004.329493527,0.353139766,2.118838594,979.609709931,6.709655547,1.059419297,0,47974.390304195,583.386892864,2.825118125,100000,52025.609695805
Ang Thong,2016,9.556270506,0,4.247231336,1006.593826649,0,1.415743779,981.818310522,6.016911059,1.061807834,1.061807834,47948.410296704,1431.316960257,1.769679723,100000,52051.589703296
Ang Thong,2017,236.730007300,278.547583440,534.414447618,856.551538391,138.210633005,110.214120165,1016.025345704,101.708850442,55.638639440,110.568506404,47928.966822360,766.183047580,48.905300909,100000,52071.033177640
Ang Thong,2018,158.619512334,272.427234188,632.344154551,640.168435428,124.832844909,84.288843998,751.842262498,75.753264859,50.502176573,84.288843998,47939.368936182,427.490255214,50.502176573,100000,52060.631063818
Ang Thong,2019,206.343086436,121.378286139,133.873109712,440.174784732,92.818689400,86.035785175,652.229790515,210.984020906,41.768410230,37.127475760,47936.926130603,325.579402819,31.772551372,100000,52063.073869397
Ang Thong,2020,50.618551520,77.543312966,85.800239810,204.269190175,68.568392484,58.157484725,633.988382863,104.468074413,89.390208003,23.693790073,47944.384212756,182.011387379,25.129777350,100000,52055.615787244
Ang Thong,2021,91.049242768,122.608143647,112.088510021,336.628276050,84.519815000,112.451256008,817.266708987,205.676974698,74.000181373,34.460868777,47852.725129228,347.873401650,27.931441008,100000,52147.274870772
Ang Thong,2022,1462.096305263,166.030946120,1724.308173916,419.465848458,113.369148232,69.484316658,911.707375943,191.996138135,64.730126571,44.250538503,47810.695464868,416.905899950,12.434035613,100000,52189.304535132
Ang Thong,2023,539.403340322,189.012236055,364.023565736,542.350899558,124.534377752,175.379774585,1023.908389859,253.490094359,95.795675194,51.582286643,47822.306391414,449.502783601,72.215201300,100000,52177.693608586
Bangkok Metropolis,2015,0.808074278,0.035133664,1.001309432,20.904530240,0.245935650,0.702673285,13.456193415,2.547190660,0.333769811,0.087834161,47324.395797592,22.520678796,0.316202978,100000,52675.604202408
Bangkok Metropolis,2016,1.195352820,0.087893590,1.388718717,20.918674347,0.685570000,1.037144358,13.465297941,3.656373331,0.281259487,0.263680769,47293.554218128,58.976598683,0.439467948,100000,52706.445781872
Bangkok Metropolis,2017,0,0,0,0,0,0,0,0,0,0,47239.352216975,0,0,100000,52760.647783025
Bangkok Metropolis,2018,60.368687623,81.842113422,110.537938382,145.575382118,38.331562378,24.820391264,113.303588793,11.820072774,12.982702882,11.960997635,47192.442058743,133.579153267,12.894624844,100000,52807.557941257
Bangkok Metropolis,2019,39.285193030,78.235067700,34.802516017,193.849308282,37.538007895,52.980300752,213.244828111,99.642497684,19.589651511,18.389564751,47172.216156097,134.162640346,11.241989200,100000,52827.783843903
Bangkok Metropolis,2020,8.322173382,41.806473548,6.490583941,47.763584837,21.249993998,18.102505348,217.212281750,33.502082588,20.165266271,9.033470252,47030.753453657,34.978023594,11.825310468,100000,52969.246546343
Bangkok Metropolis,2021,30.368835451,81.073622991,33.917269961,219.480581237,45.499216102,54.487382704,242.446337583,91.646877089,36.583098933,16.301183916,46927.109751458,238.753804210,9.708660918,100000,53072.890248542
Bangkok Metropolis,2022,59.485602923,105.974046342,34.072162553,279.584148984,55.709891782,59.503755380,319.338030705,137.032900966,38.247227757,21.111307964,46859.279971885,255.550295377,3.630491481,100000,53140.720028115
Bangkok Metropolis,2023,76.680046118,106.859121411,54.881004436,300.403209243,64.940696200,82.065906500,311.101901391,127.051533555,48.198886131,21.689498759,46768.529413644,281.434026405,28.572445756,100000,53231.470586356
Bueng Kan,2015,1.430049146,0.476683049,2.145073719,319.139301087,0.953366097,1.430049146,337.968281510,10.725368595,0.953366097,0.476683049,50429.491426855,515.532717141,0.953366097,100000,49570.508573145
Bueng Kan,2016,16.872142429,0,18.535593091,318.194348070,0.712907427,2.613993898,336.967576970,27.328118019,2.376358089,0.950543235,50370.474226020,1080.530022908,4.990351986,100000,49629.525773980
Bueng Kan,2017,193.859919048,267.237910384,604.776670533,285.700759817,15.859114257,35.505479679,342.982933699,20.119771818,8.284611925,8.758018321,50335.645134566,718.867611901,30.298009326,100000,49664.354865434
Bueng Kan,2018,225.182163873,261.060244490,561.539169658,299.534765152,38.002440654,42.251160727,293.869805055,30.449160524,16.286760280,22.423800386,50270.619864655,527.549409074,31.157280536,100000,49729.380135345
Bueng Kan,2019,133.975851325,50.948563180,157.799022071,215.116155648,26.889519456,25.946027545,312.531695431,210.398696094,13.680632706,6.132697420,50207.214410895,356.639942258,28.540630300,100000,49792.785589105
Bueng Kan,2020,61.268445337,8.247675334,54.670305070,48.543460536,5.655548800,7.069436000,310.819536151,56.319840136,6.598140267,1.649535067,50188.046997611,149.165099608,23.329138801,100000,49811.953002389
Bueng Kan,2021,55.925628393,56.162601395,174.412129226,188.867482328,22.749408160,32.939247232,304.036361137,202.611916424,22.749408160,7.109190050,50141.354395494,384.370208702,39.337518277,100000,49858.645604506
Bueng Kan,2022,181.766408808,51.729865692,190.783541360,232.309809691,31.559963931,32.746428741,279.768402069,245.835508519,16.135921409,5.220445162,50078.306677424,518.959707655,14.237577713,100000,49921.693322576
Bueng Kan,2023,261.179057239,86.189088889,252.393943495,358.052743923,47.487101316,59.596312152,323.387159963,288.009269482,28.967131803,8.310242730,50042.857108938,479.144852279,71.468087481,100000,49957.142891062
Buri Ram,2015,114.212644212,0.126481334,107.635614867,455.143078847,2.150182671,12.205448689,481.134992895,107.066448866,9.106656017,3.541477340,49868.996958756,838.444760226,8.537490016,100000,50131.003041244
Buri Ram,2016,103.494206595,0.315338838,109.485644515,453.898723256,2.522710703,12.361282445,479.819575731,112.071422985,12.487417980,4.919285871,49829.590892005,634.083335225,9.712436207,100000,50170.409107995
Buri Ram,2017,652.700707983,354.274724231,594.713614829,380.438098149,105.659779284,50.817322418,489.745655528,55.911633205,41.886555359,16.163430521,49815.252618067,797.416869967,32.012397414,100000,50184.747381933
Buri Ram,2018,625.620113225,338.885405900,829.641678889,396.056629006,115.472064233,58.489110796,452.349260320,51.272106782,41.858623284,19.893828457,49775.300148921,579.054748192,41.042788048,100000,50224.699851079
Buri Ram,2019,69.135876756,122.163031549,357.525875810,305.313559094,17.738398116,54.970230204,428.479468274,277.295665249,20.684351160,40.052425428,49718.097365628,383.099255426,29.083451328,100000,50281.902634372
Buri Ram,2020,426.474149907,28.548733001,200.343086752,177.880567160,5.019557451,26.478165553,420.638914370,157.551359484,10.666559583,4.768579578,49700.081442320,322.004610464,30.368322577,100000,50299.918557680
Buri Ram,2021,186.473753471,123.872754767,330.348445134,275.659605012,17.659937956,67.917969272,434.472452079,291.990300327,50.194734047,28.040690016,49620.881009364,416.496027780,27.344420061,100000,50379.118990636
Buri Ram,2022,111.084903866,155.341332461,367.937041743,310.048618667,21.113740290,61.439082104,467.926136147,337.439416880,22.952474429,28.405272221,49558.196569556,567.661612050,21.113740290,100000,50441.803430444
Buri Ram,2023,264.568236955,213.013303332,604.119696334,474.914905788,34.158318090,104.379693197,641.579561897,438.534392284,81.967265157,40.507447847,49537.624625481,605.389522285,77.522874327,100000,50462.375374519
Chachoengsao,2015,8.454975108,0.143304663,5.445577188,382.480145139,1.003132640,4.729053874,340.348574262,29.664065209,1.576351291,2.292874606,49041.578414878,530.083947871,3.152702583,100000,50958.421585122
Chachoengsao,2016,15.374628446,0,17.652351179,379.952623367,0.854146025,4.555445466,338.099468152,26.336169098,0.711788354,1.993007391,49006.485815482,496.258840411,3.274226428,100000,50993.514184518
Chachoengsao,2017,208.588003363,338.319566431,351.320986695,341.145962140,182.443843050,91.575220989,460.137221512,52.429640412,45.928930280,24.307003102,49001.646375501,629.720964084,31.372992376,100000,50998.353624499
Chachoengsao,2018,611.028817668,369.198312236,846.126223180,496.986937786,172.114866685,84.584567735,909.389307837,72.100278301,68.312909597,48.253882754,49023.560238801,575.680043092,49.516338989,100000,50976.439761199
Chachoengsao,2019,227.076229950,145.907963818,678.444186723,265.641598249,41.767546895,60.145267528,297.663384202,225.266302918,30.768759546,32.578686578,49044.985040257,255.617386994,27.288130638,100000,50955.014959743
Chachoengsao,2020,136.093978222,23.536089825,153.261479036,76.976858486,5.399455901,17.167500813,340.165721762,80.853390928,8.860645581,10.383569040,49058.348735627,90.960064793,18.413529098,100000,50941.651264373
Chachoengsao,2021,43.764161030,131.153988909,153.313057785,226.853467617,29.776248802,63.707323018,381.689961388,227.822926881,35.869992743,25.898411749,49008.935644524,259.676588390,32.546132412,100000,50991.064355476
Chachoengsao,2022,228.394475003,164.890341724,191.063411839,263.659243157,27.412847120,59.784802262,471.528521070,258.424629134,45.733996201,33.198473146,48964.717323955,282.118145238,11.433499050,100000,51035.282676045
Chachoengsao,2023,259.068779468,217.217096344,211.042257850,385.584359271,51.868643347,99.071853165,545.581285574,353.886855004,73.411968758,57.906263207,48931.204066063,352.377450039,62.708915369,100000,51068.795933937
Chai Nat,2015,33.473257581,0.301560879,35.282622856,1433.017297532,7.539021978,17.792091868,571.457865914,77.199585052,12.363996044,1.809365275,48211.743986876,628.754432945,5.729656703,100000,51788.256013124
Chai Nat,2016,29.938852163,0.907237944,36.591930421,1437.064903803,6.653078258,22.983361256,573.071968162,89.514143840,12.096505924,2.721713833,48183.709635472,1240.799095181,6.048252962,100000,51816.290364528
Chai Nat,2017,219.136064401,344.313373665,1899.179224810,1299.964841240,28.490719300,110.325764097,534.352533249,36.674223779,5.758762412,10.002061031,48138.404277245,664.682419408,46.676284810,100000,51861.595722755
Chai Nat,2018,311.943229981,366.670112433,1371.820520149,1223.753899290,80.266094264,117.054720802,643.952983527,45.909773613,25.539211811,24.627097104,48138.069843664,554.869780424,55.334958924,100000,51861.930156336
Chai Nat,2019,64.792374060,61.430505594,184.291516783,848.413350897,19.559961980,57.763012723,676.652434757,261.003242675,23.533079258,24.755576881,48113.533354320,348.106198369,31.479313812,100000,51886.466645680
Chai Nat,2020,659.929058395,18.442358409,90.674928843,492.103596875,5.225334882,68.236726113,807.160553025,124.178546619,15.676004647,3.073726401,48125.949013026,245.898112117,34.733108337,100000,51874.050986974
Chai Nat,2021,64.753128697,66.309694291,141.336155906,833.073905734,18.367474005,148.496357637,793.225826536,267.417968993,41.404644792,11.518585393,48063.943714588,345.246248677,38.602826723,100000,51936.056285412
Chai Nat,2022,216.159318816,48.557528140,129.695591290,851.479751511,15.663718755,108.079659408,471.528521070,305.442515719,16.916816255,7.518585002,47998.020105949,378.748719491,14.410621254,100000,52001.979894051
Chai Nat,2023,298.269344154,145.666423889,200.212509025,1200.329168283,53.915494556,311.196451036,1073.895757071,418.396849569,75.670869553,23.962442025,47992.672537465,513.300731800,77.562641292,100000,52007.327462535
Chaiyaphum,2015,43.885608950,0.087947112,39.312359120,657.668504468,1.143312458,3.693778709,501.210591998,30.693542132,6.068350737,5.980403624,49689.326826420,645.443855883,3.166096036,100000,50310.673173580
Chaiyaphum,2016,60.497876419,0.439664800,38.602569401,657.562674217,4.308715036,12.134748468,501.129938535,43.614748116,12.046815508,19.872848940,49630.066037653,579.829937656,3.429385437,100000,50369.933962347
Chaiyaphum,2017,387.956659147,285.567011215,640.769520551,538.028621683,41.535423218,60.239535576,458.206846408,76.221453178,32.139460672,11.942531834,49613.053187295,753.345445636,25.553505616,100000,50386.946812705
Chaiyaphum,2018,450.651311401,309.329026368,1594.571819810,619.535830905,74.172255188,62.410027738,440.556862470,68.115585829,43.362241494,18.608897160,49566.816474141,613.215828096,32.302236579,100000,50433.183525859
Chaiyaphum,2019,101.618512150,86.147181581,300.372366797,488.665492252,18.723826201,32.700766886,448.844397093,255.452764973,27.426449646,44.128454238,49494.105071432,362.873026087,24.701385739,100000,50505.894928568
Chaiyaphum,2020,1457.644385443,31.582734889,559.075989468,198.997622058,8.445522422,34.573857413,480.075165150,81.552075883,24.104928578,6.070219240,49477.741209839,222.046860333,27.711870446,100000,50522.258790161
Chaiyaphum,2021,157.401381535,85.733897296,287.293132474,398.845129683,20.743507861,68.462478733,495.796546250,254.441826034,29.646300934,22.346010614,49407.118495286,379.348012852,26.352267497,100000,50592.881504714
Chaiyaphum,2022,402.778969343,97.499857012,322.258922443,389.731325784,24.218571265,28.686942347,537.545041181,244.777367879,22.878059941,21.537548616,49319.824553878,405.370624571,10.277253489,100000,50680.175446122
Chaiyaphum,2023,420.387728767,145.270503542,438.501705135,660.263405912,45.733306671,125.094044716,718.819973080,356.809465180,49.140886383,33.268738774,49300.325244516,507.819050343,67.254862751,100000,50699.674755484
Chanthaburi,2015,27.060987518,1.324663725,105.783860297,586.447554671,26.871749843,58.095966210,424.270867238,304.483418995,38.415248015,14.571300971,49118.152434732,1254.267309570,20.248431220,100000,50881.847565268
Chanthaburi,2016,311.412691479,2.447620912,150.246268320,583.475169827,48.011025591,73.993462969,422.120468136,338.901357112,57.424952177,74.370020033,49047.122350921,764.975674414,47.446189996,100000,50952.877649079
Chanthaburi,2017,287.537301123,479.666201808,430.931066025,470.106617482,108.154512874,71.790603866,358.765576499,76.664117444,82.099959512,33.927152219,49016.674914151,752.208076537,108.529398533,100000,50983.325085849
Chanthaburi,2018,312.876277594,436.645353993,545.480001867,583.562794605,152.517851309,70.938535493,384.934895226,68.138330144,90.353292575,32.109021328,48962.150557708,564.894758949,106.221122882,100000,51037.849442292
Chanthaburi,2019,197.246366294,136.025560152,190.547433099,401.377747260,34.611154840,59.546072843,318.571489712,336.807474521,54.149709992,71.455287412,48990.973187520,327.503400639,77.223813219,100000,51009.026812480
Chanthaburi,2020,185.808200509,83.222711050,89.552850145,250.599035957,24.389653574,54.364723997,361.004109005,208.894590151,37.236112326,36.863751203,48987.643196124,241.103827314,79.312919255,100000,51012.356803876
Chanthaburi,2021,150.187127564,144.030388173,176.493195870,406.531367654,34.141918440,82.276426405,412.314971325,336.941555752,62.127097489,67.724133299,48892.906316815,337.687827193,67.910701159,100000,51107.093683185
Chanthaburi,2022,223.761241716,149.858446287,182.890756365,489.699331329,39.004253143,78.381752728,599.807031590,392.841879744,47.029051637,60.465923533,48861.131795185,373.246441562,31.539324312,100000,51138.868204815
Chanthaburi,2023,312.553032380,185.928027018,274.882559503,685.714498843,55.573271867,124.573642977,771.312256517,474.051198275,70.865246005,83.546395290,48829.697759726,468.270086101,138.933179668,100000,51170.302240274
Chiang Mai,2015,52.049292344,0.118834001,78.430440518,814.250573374,4.278024028,10.219724067,543.962638590,96.077289634,10.397975069,20.617699136,48632.695986976,566.125179736,10.873311072,100000,51367.304013024
Chiang Mai,2016,34.373015969,0.173309324,64.875457031,791.676993014,0.982086171,7.972228914,528.882287729,56.498839694,5.141509952,9.127624409,48594.548035279,430.615900899,5.199279726,100000,51405.451964721
Chiang Mai,2017,991.395006094,587.910276483,1249.969846337,713.694128134,158.981598799,161.623634039,605.887603226,60.135019488,108.093702652,23.031655028,48543.204742798,537.194686982,55.195562300,100000,51456.795257202
Chiang Mai,2018,527.014706578,391.711677398,836.734914967,585.343825352,176.925958510,94.478347809,541.269134431,45.842239975,86.609903634,25.886040981,48499.379362211,387.207278197,43.561531519,100000,51500.620637789
Chiang Mai,2019,277.843688915,252.194840853,334.847406303,501.169451883,68.020293097,67.059873677,559.246579212,292.136989707,45.704665379,119.148503441,48451.860388913,281.346395037,31.298374066,100000,51548.139611087
Chiang Mai,2020,169.932385506,188.751529055,159.906710817,248.457502341,63.626628192,37.134202897,612.462305704,149.993054840,46.375746605,99.976700108,48396.956227568,173.180928142,30.357070845,100000,51603.043772432
Chiang Mai,2021,149.835835448,248.009931592,307.787545435,500.161757775,74.274244916,74.889931950,705.745255572,280.305515101,61.512731848,105.954141391,48322.64463328,289.876649901,28.041745820,100000,51677.35536672
Chiang Mai,2022,436.600725955,384.986208199,367.613789344,828.569417616,150.709923059,167.635462972,1205.120785792,459.112252639,60.105217647,104.346232866,48263.81945197,389.063978541,10.110636054,100000,51736.18054803
Chiang Mai,2023,462.223163551,374.828261772,448.623446692,792.963818622,125.797380940,119.331941778,994.339953906,395.952412138,79.257366281,141.124930678,48201.799733022,460.049438315,57.631587014,100000,51798.200266978
Chiang Rai,2015,185.952788837,0.165438424,166.265616353,674.823332443,4.632275878,15.220335029,604.098406084,159.896237020,14.806738969,34.163034604,49106.508430328,873.597599158,19.439014847,100000,50893.491569672
Chiang Rai,2016,0.781003496,0,1.562006992,637.142651851,0.156200699,0.312401398,570.366852962,3.983117828,0.156200699,0.468602097,48875.198765390,636.595949403,0.781003496,100000,51124.801234610
Chiang Rai,2017,345.914199591,416.061368663,677.985609720,511.561062255,101.721172002,61.359330818,599.128370875,64.703375463,44.950181512,59.492887295,48838.216675429,756.142932245,36.473417178,100000,51161.783324571
Chiang Rai,2018,259.373209833,316.891118289,610.216947939,472.158464163,118.601617168,45.812781533,462.856376542,44.650020581,44.417468390,40.851668136,48826.735440101,413.400277357,39.921459374,100000,51173.264559899
Chiang Rai,2019,226.632223516,70.494061339,244.564923330,340.334815873,32.850850953,34.010292751,447.544534159,247.270287526,18.705661013,22.725059247,48740.614318642,281.048691918,28.058491520,100000,51259.385681358
Chiang Rai,2020,201.147123873,39.813576969,85.787862173,190.288875609,16.248867970,17.558018470,511.030748095,106.272217054,14.400655499,11.012265970,48697.010208294,169.727511875,37.657329087,100000,51302.989791706
Chiang Rai,2021,92.595376707,134.691193262,251.572617982,401.837721398,32.227200220,50.885052978,588.416248985,297.831757053,37.469902648,31.918805959,48605.788097678,305.387416435,33.923368652,100000,51394.211902322
Chiang Rai,2022,315.902369768,203.646543514,240.911166221,523.552550432,49.198541136,58.206724725,767.158472428,337.383422940,26.177627522,45.502876074,48551.568771322,377.342801422,12.241890517,100000,51448.431228678
Chiang Rai,2023,503.212790530,177.509466017,381.718448597,602.162583898,51.398492978,82.099089831,788.058929757,366.252734392,48.320738907,42.242174618,48504.942488318,419.113160553,63.478677705,100000,51495.057511682
Chon Buri,2015,26.485922836,0.764685436,23.913799096,413.764337852,4.449078902,7.994438651,156.065345846,103.997219326,12.374000695,5.352798054,48930.691692735,358.428919013,14.668057004,100000,51069.308307265
Chon Buri,2016,27.454698049,0.679571734,22.969524606,404.481096013,3.329901496,6.659802992,152.563854259,97.110800773,10.805190569,6.795717339,49033.615015817,435.945267293,14.135092065,100000,50966.384984183
Chon Buri,2017,105.985120677,386.274693131,245.495465413,339.793505990,59.837850112,49.352869679,182.719149448,48.751819845,29.651791796,27.648292351,48982.021931641,398.095339860,50.421402717,100000,51017.978068359
Chon Buri,2018,316.958874750,403.974913657,608.784157569,574.135237099,102.699925255,55.648266209,388.291027308,57.945069649,40.686232370,37.667576420,48963.190115608,500.571904057,64.835479970,100000,51036.809884392
Chon Buri,2019,38.642817790,61.157581411,103.735644419,290.111438403,29.804644105,33.933425973,197.020309736,240.049958261,29.546595239,18.644030620,48939.548182239,194.504333286,36.642939073,100000,51060.451817761
Chon Buri,2020,104.084835203,28.717459130,42.501839513,175.814666453,12.444232290,62.731694056,226.676477402,128.016051145,15.954143961,6.062574705,48839.016943939,104.850634113,35.290566442,100000,51160.983056061
Chon Buri,2021,55.018351058,59.323584512,95.728132105,266.987786433,33.492183785,44.951702245,255.591580230,238.180709642,36.721108876,14.815068064,48812.420345267,212.729182455,30.010009668,100000,51187.579654733
Chon Buri,2022,80.663972000,75.822876252,88.711507788,329.697481813,47.593629621,56.647107382,371.821301953,269.718191643,36.465396539,20.558939083,48795.604536547,214.077026234,10.373776602,100000,51204.395463453
Chon Buri,2023,135.806480123,111.719812933,134.935127821,466.920354665,82.093834685,73.069114420,426.215754299,327.752944237,63.546478554,34.605134257,48724.589188510,296.819937536,68.027718961,100000,51275.410811490
Chumphon,2015,1.394164029,0,1.394164029,503.492380894,0,0,129.856421022,1.991662899,0,0,49599.974506715,427.211691858,0,100000,50400.025493285
Chumphon,2016,43.818441643,1.381662574,33.357282151,498.977569695,29.014914061,22.303981557,128.691999779,103.624693074,28.817533693,15.198288317,49566.552712401,831.366109001,3.355466252,100000,50433.447287599
Chumphon,2017,179.483802226,286.427053497,450.183907007,525.476673986,86.694804799,40.300306086,205.040093890,42.462761534,16.513296152,37.744676919,49539.298696039,574.033628148,36.761742625,100000,50460.701303961
Chumphon,2018,236.978891252,312.381265741,823.550609682,555.823217664,109.872031399,48.375029867,303.176300544,51.900335687,28.398296886,40.932717580,49506.261334837,508.035738767,37.407411760,100000,50493.738665163
Chumphon,2019,133.794965084,118.342037830,128.513584884,371.261467441,40.490581539,52.813802007,258.005203138,224.360855192,49.684095221,23.277194218,49449.171605735,325.293899028,23.277194218,100000,50550.828394265
Chumphon,2020,107.970871337,117.555242162,50.464646386,261.516403944,32.469501163,30.317907712,287.139925946,165.672695692,39.511079728,14.669955345,49445.769087079,208.508965299,17.995145223,100000,50554.230912921
Chumphon,2021,167.238194691,133.869071337,117.577087582,348.805483528,39.257792181,51.623996718,335.457834187,256.353382942,53.586886327,18.843740247,49356.466641673,324.465652376,17.273428560,100000,50643.533358327
Chumphon,2022,217.480057785,184.897305446,93.037497645,468.131712832,56.529112493,58.099365618,475.982978456,376.468186672,52.996042962,28.068274606,49307.910935243,410.424910496,10.795490233,100000,50692.089064757
Chumphon,2023,339.702342944,160.715162827,132.619480328,589.223439265,50.493639177,82.911734368,548.749938602,392.357188467,73.873962375,30.060415541,49310.280465642,449.727393290,57.959624736,100000,50689.719534358
Kalasin,2015,64.889302303,0.203096408,41.127022586,824.774512213,3.249542525,11.982688062,359.175997254,100.126529062,13.505911121,2.335608690,49758.315274678,794.208502834,6.092892235,100000,50241.684725322
Kalasin,2016,84.877060248,0.507637920,50.053098926,824.607037486,6.700820546,21.422320230,359.103064712,132.595024742,13.300113508,21.726902982,49681.711024068,542.258826301,7.614568802,100000,50318.288975932
Kalasin,2017,174.616396896,292.413977835,261.772402086,718.758021853,29.322567521,35.917608658,432.025925614,30.743037919,31.554735290,11.059376677,49672.936690649,989.459095018,27.090399751,100000,50327.063309351
Kalasin,2018,221.282260184,281.244578280,394.067078658,649.642508921,65.238190416,40.786551396,335.322269559,39.163206066,34.496088245,21.407866529,49633.073226064,706.865431774,29.321675008,100000,50366.926773936
Kalasin,2019,150.389539391,66.659147190,172.947970300,578.593268442,17.782546887,32.821500827,322.829436923,217.759988457,24.285878321,25.403638411,49566.766350544,435.215133252,22.761660016,100000,50433.233649456
Kalasin,2020,90.377307468,44.426190510,106.033218998,426.877743597,12.199411582,32.328440692,340.465244893,148.832821297,21.857279084,20.027367347,49538.862242211,391.499450010,15.960896819,100000,50461.137757789
Kalasin,2021,175.863930277,69.034530581,165.518993202,512.637723376,19.768048074,42.916125094,345.889628740,226.257089099,29.293584193,16.797719607,49427.494794243,441.042564807,15.261342814,100000,50572.505205757
Kalasin,2022,353.878063671,66.397104017,389.337817365,526.654428769,15.108938530,26.003819375,341.852581984,245.237600906,14.595029056,10.380971371,49361.313305939,486.980617390,11.408790319,100000,50638.686694061
Kalasin,2023,215.905001799,114.963742601,252.198488253,747.418986649,37.943190383,78.051617174,462.741952280,338.498625075,38.355616365,22.064790060,49362.544090915,594.408947169,57.739637539,100000,50637.455909085
Kamphaeng Phet,2015,68.129322339,0.548324526,54.832452587,641.539695269,3.975352813,6.442813179,599.867031302,71.693431758,8.499030151,13.845194278,49604.315314019,514.054243004,10.006922597,100000,50395.684685981
Kamphaeng Phet,2016,58.440943780,0.685926570,40.744038269,642.027269697,6.036153818,14.404457974,600.322934229,66.946433250,6.859265702,8.093933528,49608.267335765,573.434612678,8.642674784,100000,50391.732664235
Kamphaeng Phet,2017,306.699681098,393.760162769,411.309362224,549.509307931,24.541458613,39.485698773,593.930719051,34.275780185,63.478744903,10.145630935,49572.101160167,560.888866952,54.429938934,100000,50427.898839833
Kamphaeng Phet,2018,255.853822915,363.603421084,841.544950799,632.908786190,75.356088401,50.237392268,903.861278912,38.021195787,63.551673825,26.354041845,49539.421940563,449.940360254,49.551089095,100000,50460.578059437
Kamphaeng Phet,2019,91.939215516,55.466323133,247.602767536,267.559633179,16.378393183,20.094499200,362.526786931,244.850096412,19.819232087,43.905104416,49496.742901893,235.903915262,34.270755484,100000,50503.257098107
Kamphaeng Phet,2020,328.281228045,45.736201305,145.887461393,217.522475486,7.990059264,22.730341010,358.588349392,165.311570983,14.051483534,31.684717772,49453.094219330,147.127298175,38.159420969,100000,50546.905780670
Kamphaeng Phet,2021,222.190115626,72.941199574,299.620004405,251.787410068,15.710412216,40.678745916,362.601924806,239.724057831,22.162902948,31.561095970,49371.793918668,244.493290111,30.298652131,100000,50628.206081332
Kamphaeng Phet,2022,361.769628256,75.368672553,286.964459797,326.268870343,17.186874863,25.357684224,460.664596728,327.677630578,17.045998839,25.216808200,49334.219913108,281.188542835,20.145271355,100000,50665.780086892
Kamphaeng Phet,2023,397.086522691,121.984526928,401.331923860,432.464865767,37.784070406,85.191050128,463.314780930,368.076281368,44.435198904,36.227423310,49320.099002755,317.414494083,75.992680928,100000,50679.900997245
Kanchanaburi,2015,6.452755855,0.117322834,5.044881850,301.050391330,0.586614169,4.340944848,302.106296834,18.771653395,1.407874005,0.703937002,50224.966533662,392.562201633,4.340944848,100000,49775.033466338
Kanchanaburi,2016,48.516130200,0,22.165877667,290.192051497,2.148733039,1.809459401,291.209872410,22.844424942,2.374915464,2.940371527,50339.273637760,586.943393324,3.845101228,100000,49660.726362240
Kanchanaburi,2017,205.425531555,357.242207288,504.216066214,247.546775416,58.902167217,61.042016504,310.953888500,50.342770069,27.818040731,24.439331331,50273.056031390,427.744610114,51.018511949,100000,49726.943968610
Kanchanaburi,2018,754.399729714,312.378284153,1268.482568888,313.837471251,91.928787180,63.418516186,338.868142242,56.908296826,31.316400028,26.040877443,50242.056690541,336.847729337,51.408283917,100000,49757.943309459
