Province,Year,Addicted to other drugs,Adhd,Alcoholic,Anxiety Disorder,Autistic Disorder,Dementia,Depression,Epilepsy,Intellectual Disabilities,Learning Disabilities,Male population,Schizophrenia,Self-Harm,Total population,Women population
Phra Nakhon Si Ayutthaya,2020,82.714495107,16.299621095,45.614611272,106.799009859,7.298337804,9.487839145,405.301026025,50.966725662,6.325226096,6.933420913,48124.996198782,87.580053643,29.193351214,100000,51875.003801218
Phra Nakhon Si Ayutthaya,2021,82.675163430,81.699645277,107.063117244,309.483133901,34.265075109,41.947280560,412.278359227,194.006172591,36.216111414,19.388423282,48038.537844617,275.461938330,32.070159266,100000,51961.462155383
Phra Nakhon Si Ayutthaya,2022,183.321185054,87.150696352,119.573193177,362.741919363,33.885165854,41.076621917,474.026654705,195.144426378,26.571820706,16.820693841,47985.660967946,276.444446611,14.382912125,100000,52014.339032054
Phra Nakhon Si Ayutthaya,2023,297.143525194,147.719301664,191.194809244,527.916877752,65.274151436,95.353844355,628.385487705,274.492420405,61.133626905,40.431004248,47965.662873621,374.230349558,75.990803164,100000,52034.337126379
Phrae,2015,7.066404326,0,6.624754056,926.582267300,1.324950811,0.662475406,352.436915780,5.741453515,1.104125676,1.987426217,48506.670023209,723.643968051,1.104125676,100000,51493.329976791
Phrae,2016,2.220228950,0,0.666068685,931.608067424,0.222022895,0.222022895,354.348540421,2.886297635,0.222022895,0.222022895,48465.821795544,940.711006119,0.444045790,100000,51534.178204456
Phrae,2017,497.748651420,348.847577014,668.048682627,878.917569435,93.174624404,102.313762204,447.149034818,59.515848602,91.168472204,24.519638001,48414.693950337,792.875930632,53.720297802,100000,51585.306049663
Phrae,2018,345.411537014,296.131032382,613.094278085,713.895310288,104.609071197,98.561009265,470.628819239,48.384495457,86.240883107,27.104277548,48378.895399889,481.156927047,43.232442700,100000,51621.104600111
Phrae,2019,51.453563159,50.099522023,269.228512496,473.011703429,31.142946123,31.368619645,429.231040039,180.313144580,15.120126016,41.749601686,48336.334791184,299.243091005,32.496987258,100000,51663.665208816
Phrae,2020,100.064132012,25.470869967,82.098071946,188.529921450,21.832174257,13.417690429,482.809436957,73.228751154,10.688668647,18.648315511,48300.274266689,179.660600658,29.791821122,100000,51699.725733311
Phrae,2021,43.841628430,65.647673984,248.818456637,490.062181660,41.775792535,71.156569702,528.394914371,233.439456088,25.937717343,50.039136113,48196.410495364,298.857592750,31.446613062,100000,51803.589504636
Phrae,2022,180.140597540,115.160484692,344.556470262,812.367033577,65.673850708,57.811488299,695.587827213,369.762279160,27.749514383,73.767459069,48121.589122190,512.441032282,15.030986958,100000,51878.410877810
Phrae,2023,264.879624590,129.169693473,428.151985780,766.842863783,79.650751310,104.877382223,689.060751800,362.048869590,40.642905360,82.220130384,48065.841506684,434.692223424,77.081372235,100000,51934.158493316
Phuket,2015,21.908890315,0,25.299551911,436.873705680,5.216402456,6.259682947,164.055857237,51.120744068,5.477222579,1.825740860,47342.242948728,331.502376071,6.520503070,100000,52657.757051272
Phuket,2016,57.743211340,0.511001870,41.902153362,427.964066348,18.907069200,10.475538340,160.710088199,96.579353480,7.409527119,6.898525249,47316.473678294,539.617975002,8.431530859,100000,52683.526321706
Phuket,2017,100.555184986,362.600492495,241.733661663,368.618757930,199.856564674,52.659822561,186.315467444,30.843610357,21.816212204,152.211963309,47308.080022869,361.095926136,36.360353673,100000,52691.919977131
Phuket,2018,284.986302984,442.575628148,678.959615894,667.422702681,265.103537659,60.875627166,451.166946498,63.575755791,64.312154506,168.144373423,47319.263208538,601.146818267,59.157363496,100000,52680.736791462
Phuket,2019,321.105122724,222.674701934,84.920363035,322.311377881,140.890602307,64.896527433,277.438686050,251.866076727,43.425185643,48.732708332,47290.750917960,202.409615301,29.191374793,100000,52709.249082040
Phuket,2020,83.201457824,152.975591042,38.843331895,208.363305040,71.932096101,51.791109193,320.337601304,172.397256989,33.568311514,28.772838441,47271.375821225,147.700570661,19.661439601,100000,52728.624178775
Phuket,2021,20.375826120,219.100059689,60.887762758,336.320988779,113.145763866,68.558662003,417.584577657,248.585078663,52.018285506,51.538854303,47272.396029351,194.169637142,18.937532511,100000,52727.603970649
Phuket,2022,180.027051937,247.058401063,59.131225836,434.267383264,140.287037813,95.280274829,475.443783441,322.708066505,51.470500221,46.443149037,47170.678572711,189.842356631,6.463737237,100000,52829.321427289
Phuket,2023,329.463072582,317.348713027,111.642137068,615.456972645,175.776981767,124.944178931,579.351430445,394.785599590,70.073256245,66.747745779,47127.234030424,276.492441590,49.882656988,100000,52872.765969576
Prachin Buri,2015,1.247520553,0,1.039600461,917.551366659,1.455440645,2.287121014,379.870008358,9.148484055,0.415840184,0.623760276,49513.466984369,791.759710908,0,100000,50486.533015631
Prachin Buri,2016,7.647883190,0.413399091,43.200205046,912.165095061,4.340690459,15.502465926,377.640069947,61.389765065,5.994286825,7.234484099,49533.892524504,782.564479923,7.234484099,100000,50466.107475496
Prachin Buri,2017,209.955726280,380.840357562,361.510447405,756.334144230,198.234397781,213.245923754,439.241362718,117.007647653,64.775762760,53.465708945,49486.420738115,879.305274803,25.293393078,100000,50513.579261885
Prachin Buri,2018,230.874216458,329.966247415,356.526997981,562.066344669,124.835527660,124.426900728,307.287452701,57.207770450,43.927395167,38.206618122,49482.065363964,490.148004675,37.593677724,100000,50517.934636036
Prachin Buri,2019,38.095855657,106.789978358,142.859458715,308.616958330,36.272117886,90.173700891,264.239339240,248.838886953,22.492765840,24.316503611,49552.171058497,318.951472364,22.290128310,100000,50447.828941503
Prachin Buri,2020,20.574264016,49.216866862,81.490222182,255.766340907,12.707633657,27.835768963,213.205853580,143.414722701,15.531552248,8.673464242,49470.212701582,189.605962502,28.844311317,100000,50529.787298418
Prachin Buri,2021,85.566559860,70.395183998,138.969802893,239.100883581,20.430786160,57.448943263,236.066608409,219.681522478,27.510761563,13.350810758,49354.508528336,267.825355212,22.858206298,100000,50645.491471664
Prachin Buri,2022,187.784743193,86.855470085,239.053597063,314.448970401,26.941280073,58.305755381,312.438427112,284.692929723,24.729682455,16.486454970,49475.449255898,332.342805673,9.650607787,100000,50524.550744102
Prachin Buri,2023,149.763626084,110.668703612,212.916962385,371.902980436,38.493462126,91.221485767,358.470366049,328.597835545,47.515367312,20.650138536,49356.838403644,344.235804533,58.341653535,100000,50643.161596356
Prachuap Khiri Khan,2015,1.705162284,0,0.189462476,366.230966126,0.189462476,0.189462476,305.224048851,2.273549712,0.378924952,0,49548.226725956,475.171889831,0,100000,50451.773274044
Prachuap Khiri Khan,2016,133.707739800,15.434968572,74.013463756,359.467400603,42.027745751,26.592777179,299.587161082,231.896455536,32.171681482,52.255736973,49571.726112991,909.733328374,25.105069364,100000,50428.273887009
Prachuap Khiri Khan,2017,236.776738345,363.832168812,786.489711092,404.401391893,179.242203794,59.747401265,340.597068320,51.264745530,52.371178886,53.846423362,49491.686075352,670.314208633,40.016006403,100000,50508.313924648
Prachuap Khiri Khan,2018,192.467777198,321.084552265,579.781735686,426.283194746,171.976911185,48.848760943,358.773109397,60.191918915,48.299898460,45.372631887,49472.634631393,467.813789255,38.786282097,100000,50527.365368607
Prachuap Khiri Khan,2019,109.964564961,133.334299524,107.247153965,284.422350887,42.210450800,47.282951326,345.111196458,248.190204277,48.913397923,40.217682737,49642.207552229,294.023869738,27.174109957,100000,50357.792447771
Prachuap Khiri Khan,2020,101.586521168,134.123129371,78.991654360,295.721616780,39.043929844,56.939064356,385.197289339,222.875766192,57.481341159,35.971027958,49531.743980276,289.395054074,32.355849269,100000,50468.256019724
Prachuap Khiri Khan,2021,157.476039206,152.045830958,92.494547166,284.180898337,57.922221317,68.058610048,451.069298508,258.296905686,74.031839121,41.812603513,49584.679572462,321.287321369,33.486284199,100000,50415.320427538
Prachuap Khiri Khan,2022,184.602922910,185.145340901,93.295894438,361.611993947,65.270964907,62.739680950,550.011842793,301.403596955,75.576906735,35.618781404,49477.561071746,379.873399641,16.814957719,100000,50522.438928254
Prachuap Khiri Khan,2023,256.972769967,214.840132064,129.122006676,471.631295833,86.262943982,112.959055067,609.288793808,381.373015498,101.699470800,44.311912277,49099.414864831,474.536994999,73.913722528,100000,50900.585135169
Ranong,2015,66.179852161,3.365077229,47.671927404,1091.406714451,47.671927404,12.338616505,578.793283306,169.375553836,34.211618490,21.312155781,50628.147749324,781.819609427,24.116386804,100000,49371.852250676
Ranong,2016,71.123755334,1.592322881,51.485106473,1032.886775228,28.661811851,15.923228806,547.759070933,135.347444853,17.515551687,7.430840110,50536.612810768,1175.665060190,15.392454513,100000,49463.387189232
Ranong,2017,133.164202515,418.440873515,200.009474133,864.777805264,308.435662742,50.528709255,604.239148170,90.004263360,22.632651020,98.425714902,50539.762409798,771.615497576,62.108205126,100000,49460.237590202
Ranong,2018,153.704594408,386.875509735,335.117840189,728.789811581,193.960559610,61.168154918,509.211819570,67.441811832,39.210355716,115.017043435,50518.622304942,547.899370543,64.304983375,100000,49481.377695058
Ranong,2019,142.144935957,180.534444208,74.185130810,432.660133533,86.635782134,44.096056775,464.824316122,260.426123542,42.020948221,6.744102801,50516.442641406,304.522180317,37.351953974,100000,49483.557358594
Ranong,2020,76.226970956,73.651735451,64.380887632,264.734209943,27.812543457,35.023202872,487.234557600,187.992191886,24.207213750,2.575235505,50519.425001416,217.864923747,36.053297074,100000,49480.574998584
Ranong,2021,178.280594132,134.095778295,83.745639318,472.160997138,65.763446827,65.249669898,535.869336252,270.760441232,61.139454472,8.734207782,50468.307670176,309.807487785,34.936831127,100000,49531.692329824
Ranong,2022,117.300242318,137.879232198,72.540939328,507.272100549,74.598838316,28.296111085,856.600453767,273.700565408,29.839535326,4.115797976,50355.759287555,341.096757266,7.202646458,100000,49644.240712445
Ranong,2023,205.397092444,157.918367558,111.471788864,611.546619463,87.732426421,79.991329972,848.940243896,334.415366593,68.637721847,13.933973608,50369.766373709,364.347606195,67.089502557,100000,49630.233626291
Ratchaburi,2015,35.689086043,1.287147366,32.529724328,441.842586558,7.605870796,12.988487052,162.414594847,106.950244734,7.137817209,21.413451626,48729.761070345,511.933611279,18.488116704,100000,51270.238929655
Ratchaburi,2016,38.694074970,1.612253124,29.941843727,434.847699660,10.364484367,15.431565613,159.843381125,108.711924915,10.249323429,20.498646859,48773.305694708,495.307191801,19.231876547,100000,51226.694305292
Ratchaburi,2017,109.451536399,365.680684043,187.549169926,412.768963082,169.862352921,82.232214125,175.949374358,58.228676762,79.246128138,62.592956283,48784.375879316,506.141574931,39.393365147,100000,51215.624120684
Ratchaburi,2018,225.447630394,344.013838452,489.615433082,484.574937280,178.593930785,104.933958049,343.899281729,71.941621894,81.335273161,58.653042054,48791.426574869,488.126195686,48.342937005,100000,51208.573425131
Ratchaburi,2019,43.045713174,154.552427618,121.352276500,301.777925334,48.884360439,39.267764943,294.222028873,253.694947853,31.024968803,69.033417669,48767.930943686,244.078352357,28.620819929,100000,51232.069056314
Ratchaburi,2020,54.289127400,49.135096317,50.738572654,187.492197370,9.735392044,34.016605143,343.029402029,122.551405733,13.744082886,18.554511896,48727.355191770,150.955843698,30.809652469,100000,51272.64480823
Ratchaburi,2021,76.736699931,153.358352335,99.401062579,320.062217702,45.558820349,92.153068433,337.664489200,245.281325716,55.683002648,63.621281952,48625.757300341,264.149120001,31.638069687,100000,51374.242699659
Ratchaburi,2022,151.013137797,180.892742602,94.599521003,395.933604980,67.834778476,43.146610799,549.715509245,300.987988168,33.802023968,61.258958113,48570.162849614,265.340119888,10.267508987,100000,51429.837150386
Ratchaburi,2023,222.442032184,221.517597765,155.651645378,583.087010079,83.199097752,141.669574783,685.468122035,353.018393934,78.461371352,99.261145790,48509.696161517,330.831967867,66.097060992,100000,51490.303838483
Rayong,2015,30.186600080,0.293073787,23.592439869,815.184739062,2.344590297,9.231824296,229.037164687,73.414983690,5.421865063,2.344590297,49238.447763994,382.607829173,14.214078679,100000,50761.552236006
Rayong,2016,62.829965149,0.431326992,38.675653604,799.824018587,6.469904878,19.697265962,224.721362763,156.284146720,11.502053116,8.195212845,49169.839316318,630.887613439,45.864436802,100000,50830.160683682
Rayong,2017,105.672505768,374.309839709,112.745631991,762.058619241,85.726289820,42.297294812,209.930386292,24.048629157,31.970530527,18.107203130,49176.758838932,381.948816029,82.755576806,100000,50823.241161068
Rayong,2018,472.042184507,535.658603947,784.277696111,1043.197915275,138.090783554,99.252750679,488.050692681,55.403358724,55.542563143,34.661900307,49151.966680030,687.530624972,100.505590449,100000,50848.033319970
Rayong,2019,41.352698811,79.008302034,99.410792507,657.672226459,23.962656596,50.526973051,292.207481004,297.136941790,21.224067271,18.759336878,49127.827764640,212.651461106,50.253114118,100000,50872.172235360
Rayong,2020,99.323895764,82.185125707,108.365609101,693.377957113,21.052347472,111.334529898,320.778397053,273.140713351,21.322249362,13.899947369,49158.715806804,188.256568737,49.257095046,100000,50841.284193196
Rayong,2021,177.648147059,79.266629952,91.296978511,507.814379742,24.862720356,55.874285531,336.849759660,288.327353805,20.317922011,12.832371797,49120.581520315,199.703786084,46.651018302,100000,50879.418479685
Rayong,2022,93.393161398,75.931550485,94.319155916,591.313642280,24.737282127,132.020361297,371.059231901,345.131385394,14.154487634,13.493062978,49099.801043464,179.510651583,23.149862953,100000,50900.198956536
Rayong,2023,253.482610779,111.396531167,152.272397820,752.612202948,47.013776342,94.419334154,522.505886517,452.115815826,29.122422568,22.984512879,49061.487489765,271.896339847,89.064987404,100000,50938.512510235
Roi Et,2015,61.708570380,0,67.061234477,925.552089068,1.452865969,9.328928855,349.681898819,91.454089435,11.852327644,0.994066190,49858.689667829,1184.544564752,5.887930507,100000,50141.310332171
Roi Et,2016,126.232602877,0.152916539,91.291173734,925.450893530,4.128746551,15.521028700,349.643666235,105.206578775,18.044151592,2.446664623,49804.610892398,928.279849500,6.269578096,100000,50195.389107602
Roi Et,2017,1416.224797393,354.132669370,1750.245851119,644.565810865,45.117312660,58.117216308,342.815106194,96.352227036,8.717582446,20.952785879,49798.119143352,1167.008997463,31.199768755,100000,50201.880856648
Roi Et,2018,749.218114048,302.426141615,1596.439741228,605.387821553,70.155520329,51.717700919,358.122127219,71.685629824,18.743841309,27.847992802,49761.073402413,734.758579324,30.984717266,100000,50238.926597587
Roi Et,2019,111.641241101,92.881224593,343.959159827,359.503173506,23.507449258,23.277734770,278.643673778,209.423041435,25.881165633,26.264023112,49697.580876728,439.596958274,15.773728167,100000,50302.419123272
Roi Et,2020,397.718866118,70.451742090,292.386228869,258.195285483,14.795632452,22.538424564,290.469696168,121.048205397,33.194346382,33.117685074,49650.309443370,355.861791927,18.322052622,100000,50349.690556630
Roi Et,2021,204.738994412,116.057320749,305.373415393,302.443064438,28.378135572,34.084608486,301.440575953,208.671833852,28.917937064,12.646777809,49546.759533087,433.383483462,18.815937716,100000,50453.240466913
Roi Et,2022,194.019073770,149.132331533,259.104850012,418.452784951,41.558932036,28.247691235,332.858410963,283.637776373,28.479864040,10.525167145,49488.948961452,551.719974832,14.549495759,100000,50511.051038548
Roi Et,2023,204.379879453,150.644743974,292.437167941,491.847323882,44.339251963,62.742759346,412.642355400,304.162609353,38.748313012,12.967872291,49459.930827661,571.984115521,39.524832311,100000,50540.069172339
Sa Kaeo,2015,2.348571346,0,1.083956006,628.875142721,0.722637337,1.445274674,173.252301600,19.330548771,0.541978003,0.361318669,50226.546805220,408.651414201,1.625934009,100000,49773.453194780
Sa Kaeo,2016,109.373879366,0.358602883,122.283583160,624.148318152,5.199741806,23.488488847,171.950082479,216.954744316,22.412680198,21.695474432,50133.938176863,829.986373090,36.039589758,100000,49866.061823137
Sa Kaeo,2017,169.968538877,240.238847710,233.996561392,503.128277200,8.382498769,32.638239889,164.974709823,23.899039045,16.764997539,5.707233205,50087.392008447,462.642591655,50.116641579,100000,49912.607991553
Sa Kaeo,2018,258.007923134,294.232022459,395.801555861,532.352204787,44.924985928,43.504433013,249.307036531,35.513822868,28.588627409,13.672821804,50062.770681919,464.165664881,56.111840131,100000,49937.229318081
Sa Kaeo,2019,69.888373229,70.419171000,209.665119686,450.293442701,31.494001101,26.186023387,273.006987068,203.649411611,46.179406108,29.724675196,50056.529962650,331.748607098,41.402226166,100000,49943.470037350
Sa Kaeo,2020,54.173386704,26.732618929,124.988271285,330.351436568,11.507418744,26.024470083,274.938789384,119.854192153,25.847432872,12.746679225,50012.127048984,237.406900556,40.541521422,100000,49987.872951016
Sa Kaeo,2021,125.072379849,76.254955236,238.029486437,438.644158389,36.345819785,53.627900762,313.571778540,206.494142800,57.369382210,23.339717607,49914.391341143,352.411919291,35.454990869,100000,50085.608658857
Sa Kaeo,2022,180.704462831,101.735189704,232.639210023,338.109432915,56.559073996,30.591700401,389.510603937,207.561130043,54.958345487,19.742318282,49968.519005983,431.840980073,9.604371056,100000,50031.480994017
Sa Kaeo,2023,246.003552398,138.898756661,366.962699822,765.008880995,83.126110124,92.362344583,445.470692718,301.953818828,87.921847247,52.042628774,49950.799289520,592.184724689,75.843694494,100000,50049.200710480
Sakon Nakhon,2015,37.796573754,1.403121067,62.351192434,767.858004148,16.223587342,22.362242012,510.034508009,85.327299913,39.462780021,11.224968539,49945.322125904,843.626541789,7.717165871,100000,50054.677874096
Sakon Nakhon,2016,42.245168919,1.137033532,68.396940155,765.835815857,21.078852401,30.175120657,508.691309390,104.257228472,30.612441246,16.180861801,49903.702006252,662.278300327,7.434450017,100000,50096.297993748
Sakon Nakhon,2017,2048.435307753,256.294062797,2344.641876759,557.990780037,30.239387892,56.818676961,371.761466131,71.284781832,11.503167728,21.176286045,49883.399708935,774.808062675,19.694817474,100000,50116.600291065
Sakon Nakhon,2018,3284.574826223,260.197889400,3483.089743512,500.066461231,44.915628988,46.566300073,345.945908377,55.775307177,20.068685293,19.894930442,49857.390706027,555.407381280,25.368208249,100000,50142.609293973
Sakon Nakhon,2019,73.827308296,55.348792824,263.644171460,265.292489741,23.857238286,33.400133601,425.439623836,229.897023484,41.815232196,20.300340942,49796.042301052,412.426584771,17.177211566,100000,50203.957698948
Sakon Nakhon,2020,2664.144741404,49.929959363,2490.690142994,301.660171149,17.250107488,40.654775939,456.824454585,168.340244934,32.073064174,14.129485028,49780.776272174,298.886284518,21.844357221,100000,50219.223727826
Sakon Nakhon,2021,125.742947233,59.993861093,219.483355192,222.012166197,19.009682730,40.286575327,448.645952507,226.197784413,34.444149901,20.579289561,49693.665066830,437.484303932,22.759299048,100000,50306.334933170
Sakon Nakhon,2022,1156.480351626,55.028898907,979.165010704,245.184316240,15.984584921,30.484263045,412.804089259,261.518290995,16.770712048,9.433525527,49623.226737406,516.310827678,10.132305196,100000,50376.773262594
Sakon Nakhon,2023,397.640387253,86.120444469,304.525388919,391.257856851,32.786971245,78.688730987,480.263554790,331.541853225,41.617595500,16.874361201,49642.622013435,584.132679692,51.584834758,100000,50357.377986565
Samut Prakan,2015,1.022621167,0,1.179947500,363.895809062,1.258610667,0.393315833,142.616321191,6.371716501,0.943958000,1.415937000,47984.453011737,248.418280376,0.629305333,100000,52015.546988263
Samut Prakan,2016,3.185859137,0.543927170,5.050752290,359.458155294,3.729786307,1.864893153,140.877136954,18.726635414,0.932446577,2.875043611,47930.162859565,426.283493287,1.398669865,100000,52069.837140435
Samut Prakan,2017,71.686898644,220.433375701,211.606830365,320.518724557,140.226941993,42.213912478,153.581888850,32.619841460,43.825716408,34.845665936,47894.293293054,288.512903642,23.716543556,100000,52105.706706946
Samut Prakan,2018,290.608482343,328.942135124,546.746980467,534.777183749,204.925950140,54.924700130,454.852275284,53.030744953,70.152099752,48.030703286,47849.035105596,488.034369983,42.803386998,100000,52150.964894404
Samut Prakan,2019,54.696367817,307.302301812,70.559062724,312.016215864,183.692999987,33.221870466,316.281185721,187.733497747,79.463122601,84.551156817,47798.040957179,199.480870862,15.638222810,100000,52201.959042821
Samut Prakan,2020,14.667503258,59.558952622,24.149525566,81.115737712,12.296997681,10.815431695,358.464890220,54.892019767,10.222805301,13.408172170,47750.723559788,65.781529761,30.001711209,100000,52249.276440212
Samut Prakan,2021,26.555644402,276.990124251,73.691913216,320.143046405,158.891272340,53.553882878,391.917051969,184.930556990,102.017933912,64.618734712,47646.653546211,281.047236590,31.350413530,100000,52353.346453789
Samut Prakan,2022,43.695118599,375.424332655,54.526792181,292.749926131,287.665671184,26.158123276,322.518607268,175.885747212,83.927049047,64.990041492,47572.268262975,189.149020986,8.694812807,100000,52427.731737025
Samut Prakan,2023,115.330462756,423.415011109,113.061906699,484.153770047,246.101742544,91.400855319,496.594238746,247.858044007,130.478562877,90.156808449,47497.343594037,357.407347780,45.371121135,100000,52502.656405963
Samut Sakhon,2015,6.506229250,2.416599436,10.224074535,500.793759968,2.974276228,8.365151893,339.625166838,26.396701528,2.602491700,5.390875664,48270.830157674,306.908128325,6.878013778,100000,51729.169842326
Samut Sakhon,2016,13.050239798,3.625066611,41.688266022,488.296472448,24.650452952,22.112906325,331.149834878,90.082905273,13.956506451,37.881946081,48282.443439898,451.502046350,12.143973146,100000,51717.556560102
Samut Sakhon,2017,134.243680692,233.328302155,124.654846357,449.964929726,309.506263817,104.411751649,366.151414797,59.663858085,128.028695475,96.598627376,48293.453844856,332.235352612,59.308716073,100000,51706.546155144
Samut Sakhon,2018,205.629476925,258.212120473,314.799402438,414.393018696,240.278304958,73.476409197,360.243342724,60.940149808,103.075910533,68.949426640,48294.894608364,344.573018488,43.876907862,100000,51705.105391636
Samut Sakhon,2019,26.463573064,174.934528433,68.221029261,224.424846889,51.380573675,56.020291031,278.039358550,137.473106823,39.007994061,84.717802080,48284.163785459,145.721493233,17.184138353,100000,51715.836214541
Samut Sakhon,2020,32.179085978,189.158542441,60.442198530,224.402303273,44.608045112,69.976742523,325.706833203,125.821928770,48.013239395,87.002713940,48272.885459480,150.509587325,16.855711703,100000,51727.114540520
Samut Sakhon,2021,41.938943036,177.814299134,61.885513505,243.961900346,46.371514252,62.567447538,336.534445340,124.282477535,47.735382318,65.295183670,48197.733592241,180.712518774,15.854966270,100000,51802.266407759
Samut Sakhon,2022,65.606426030,334.490793855,105.718126920,482.360199675,94.670412692,109.627318108,626.830308809,248.318622877,54.898641471,116.595876313,48116.02479447,209.906570331,20.055850445,100000,51883.97520553
Samut Sakhon,2023,88.537672526,235.141160876,95.986348608,405.783558402,81.766148814,84.644046392,511.927192577,182.831140206,61.282289588,90.569129639,48049.885815181,232.601839484,38.428397062,100000,51950.114184819
Samut Songkhram,2015,1.029797181,0,0.514898591,645.682832766,0,1.029797181,281.134630535,1.544695772,0,0,48043.127905959,470.617311920,1.544695772,100000,51956.872094041
Samut Songkhram,2016,4.122287664,0.515285958,2.061143832,646.168591260,9.275147243,2.061143832,281.346133037,3.091715748,2.061143832,2.576429790,48021.044278522,1484.538844832,2.576429790,100000,51978.955721478
Samut Songkhram,2017,57.747735206,193.867396763,91.262045817,533.135341098,212.429168794,50.529268305,287.707466473,27.327053267,59.810154321,23.202215038,47994.555213538,501.167844824,40.732777511,100000,52005.444786462
Samut Songkhram,2018,95.438060699,258.456586000,180.042611804,517.429053409,256.393060363,78.413974196,360.085223609,40.238749916,65.001057557,62.937531920,47955.304034708,451.912114443,53.651666555,100000,52044.695965292
Samut Songkhram,2019,62.501937044,92.461543230,29.443061252,230.379040673,42.356684608,39.257415003,200.935979421,180.274182051,14.463258159,11.880533488,47902.827566970,205.068338895,26.343791646,100000,52097.172433030
Samut Songkhram,2020,8.298109587,21.782537666,5.186318492,226.642118092,13.484428079,13.484428079,259.315924591,14.003059928,10.891268833,5.704950341,47861.421569899,74.164354433,28.524751705,100000,52138.578430101
Samut Songkhram,2021,8.872141996,129.428895001,29.225879516,239.025943187,44.882600686,57.407977621,259.379680707,173.789604981,20.875628226,18.266174698,47767.090615883,261.989134236,21.397518932,100000,52232.909384117
Samut Songkhram,2022,872.596672863,195.373183846,40.022539009,398.645553022,45.815274918,64.246707356,439.194704386,221.177189259,25.277393058,21.591106571,47687.381841353,376.001221741,8.425797686,100000,52312.618158647
Samut Songkhram,2023,807.615570743,200.577323089,57.307806597,455.809313580,70.573502568,110.370590483,397.970879144,254.701362652,31.307042493,40.327715753,47699.197690708,366.663836652,49.879016853,100000,52300.802309292
Saraburi,2015,33.961409776,0,42.766219718,563.036150034,2.515659983,12.892757415,377.977912505,79.086060728,9.748182436,31.602978541,49470.610802244,595.268043571,8.804809942,100000,50529.389197756
Saraburi,2016,48.661800487,0.469406436,49.287675734,560.314815249,3.911720296,18.306850987,376.151023697,85.744908896,6.884627722,30.198480688,49416.918972626,871.531282027,11.422223265,100000,50583.081027374
Saraburi,2017,195.380719525,370.802355172,200.838281523,481.356968215,178.384312160,83.734594082,380.625966768,84.358315453,115.232523327,51.924804151,49350.238261564,598.460655656,46.623172496,100000,50649.761738436
Saraburi,2018,296.044558900,390.946565976,486.780507656,572.518491136,181.571925159,86.980562951,498.895657495,82.942179671,101.736194165,46.907375020,49338.792399141,594.884921609,60.731071632,100000,50661.207600859
Saraburi,2019,96.750573924,192.572342339,169.042602761,377.869041519,43.808659873,64.551982922,413.008849968,270.746806070,38.390627733,110.527855651,49338.148673898,367.652180913,23.529739578,100000,50661.851326102
Saraburi,2020,60.719745844,66.141151723,56.537518452,225.220689944,17.968088056,33.922511071,435.881032669,135.999838907,26.952132084,40.583095437,49222.338050989,225.685381876,35.006792247,100000,50777.661949011
Saraburi,2021,57.186101912,174.200055011,122.763642693,344.048993571,45.375928691,68.840878117,466.346445216,266.195088522,59.983248202,88.576299158,49111.828354672,390.046510327,29.991624101,100000,50888.171645328
Saraburi,2022,114.085685831,175.492462084,456.186888562,436.705043304,52.367200054,72.160754836,585.546341076,298.617724115,34.599757178,82.758878656,49170.463028913,418.314181381,16.364750017,100000,50829.536971087
Saraburi,2023,195.666511575,207.102584709,491.281169174,580.419876208,76.606024147,104.491243571,720.159290399,368.147559808,90.705292395,109.660975262,49019.865868961,531.229095877,69.713048559,100000,50980.134131039
Satun,2015,81.435038061,0.318105617,18.768231428,640.346607881,6.362112349,28.629505568,274.525147840,254.484493942,20.358759515,29.583822421,49748.219403806,869.700758046,10.497485375,100000,50251.780596194
Satun,2016,98.183138388,0.315701410,12.312354975,635.506937538,8.523938059,25.256112769,272.450316491,155.009392117,21.151994444,20.204890215,49711.922463734,1442.439740493,11.049549336,100000,50288.077536266
Satun,2017,37.638084723,256.879928237,559.552859553,625.733158525,13.173329653,36.383481899,302.045629905,23.210152246,24.778405776,3.136507060,49675.685169967,558.611907435,17.564439538,100000,50324.314830033
Satun,2018,102.301471207,264.486730439,790.029349294,661.840615555,88.266208389,47.096104123,375.521254066,42.729577913,74.542840301,19.337473216,49647.714903266,451.935462743,36.179788598,100000,50352.285096734
Satun,2019,322.040248838,86.393489833,37.468144336,576.266252969,16.102012442,25.081980919,386.757952691,226.357136443,17.959936954,61.001854828,49695.145552903,325.136789692,20.746823723,100000,50304.854447097
Satun,2020,298.170234832,50.621033657,20.371879398,402.498950540,10.494604539,19.137220041,451.267995160,129.330567696,15.741906808,21.606538756,49757.080771415,212.670074326,28.397165222,100000,50242.919228585
Satun,2021,118.964332274,102.013455914,32.360763961,633.346380372,25.272215664,37.291927993,507.293499801,226.525347724,29.895181945,42.839487529,49771.163169136,348.263459766,20.341051632,100000,50228.836830864
Satun,2022,252.963551091,101.554710292,27.696739171,704.112658025,27.081256078,39.083176385,567.475411450,226.190036560,31.081896180,46.161231951,49757.499661484,328.667971491,8.309021751,100000,50242.500338516
Satun,2023,1159.512857204,165.820164960,47.903603211,1018.872791368,60.493652773,94.885983283,783.346742248,318.436131600,59.879504013,77.075669269,49800.708727668,467.981354444,46.368231313,100000,50199.291272332
